accountId,date_acquired,cust_age,avg_order_rev,min_order_rev,max_order_rev,tot_order_cnt,churned
74,2013-06-04,1157,508.1975,429.05,569.75,4,0
102,2012-10-12,1392,385.34,233.3,537.38,2,1
139,2013-10-08,1031,1321.25,489,2153.5,2,1
152,2012-10-11,1393,320.87,286,355.74,2,1
163,2013-03-11,1242,725.02,87,1363.04,2,1
173,2012-10-19,1385,630.43,88,2373.6,11,0
176,2012-10-05,1399,881.945,551.62,1212.27,2,1
186,2012-10-08,1396,1806.581667,180,5450,6,1
205,2012-10-10,1394,371.5,240.5,502.5,2,1
218,2012-10-11,1393,506.083333,195.93,719.3,3,1
221,2012-10-12,1392,773.026667,95,1452.32,3,1
225,2012-10-12,1392,601.88,513.8,689.96,2,1
230,2012-10-15,1389,1089.97625,191.17,2715.44,8,1
232,2012-10-15,1389,421.315,322,520.63,2,1
236,2012-10-15,1389,788.734444,444.98,1863.89,9,0
241,2012-10-15,1389,6349.55,3700,8999.1,2,1
244,2013-08-17,1083,1255.3275,389.88,3186.33,4,1
247,2012-10-16,1388,320.546667,125,609.87,3,1
249,2012-10-16,1388,500.5,377,624,2,1
255,2012-10-17,1387,821.4,355.24,1501.86,19,0
263,2012-10-19,1385,732.941538,144.95,1600.42,15,1
266,2012-10-20,1384,1093.68,1093.68,1093.68,2,1
270,2012-10-22,1382,320.75,274.3,367.2,2,0
289,2012-10-24,1380,706.87,251.85,1674.27,8,0
300,2012-11-19,1354,2832.111538,322,13726.1,14,1
301,2012-10-25,1379,1699.2,27,2570,20,0
302,2012-10-25,1379,465.121,173.94,755.58,10,0
310,2012-10-25,1379,641.666667,550,825,4,1
316,2012-11-13,1360,225,225,225,2,1
317,2012-11-16,1357,1982.045,388.74,2750.94,4,1
323,2012-10-30,1374,215.785,30,401.57,2,1
324,2012-10-30,1374,620.025556,76.92,2844,9,1
341,2013-02-04,1277,508.004,257.27,875,13,0
348,2012-11-05,1368,760.486667,604,849.15,6,0
350,2012-11-06,1367,522.28,522.28,522.28,2,1
352,2012-11-07,1366,637.5,572,703,3,1
354,2012-12-13,1330,540.535,396.78,684.29,2,1
356,2012-11-05,1368,1352.6,1045.75,1659.45,2,1
359,2013-01-14,1298,1212.43,929.25,1614.17,4,1
364,2012-11-29,1344,349.495,202.79,496.2,2,1
368,2012-11-13,1360,575.106667,220.92,1223.7,3,1
372,2012-11-07,1366,2036.88,1614.48,2459.28,2,1
376,2012-11-07,1366,541,156,926,2,1
385,2013-04-12,1210,1163.61875,45,4643,10,0
386,2012-11-08,1365,494.7,491.4,498,2,1
388,2012-11-08,1365,624.04,287.76,979.56,3,1
394,2012-11-09,1364,329.8,300.4,359.2,3,1
395,2012-11-09,1364,1924.8,592.2,4590,3,0
418,2013-05-01,1191,1293.101818,13.5,4750,13,0
430,2012-11-13,1360,527.875,422.5,633.25,2,1
438,2014-05-19,808,2089.95,2089.95,2089.95,2,1
448,2012-11-13,1360,617.3,542.5,692.1,2,1
453,2013-01-03,1309,325.385,311.47,339.3,2,1
461,2012-11-20,1353,1254.459167,21.85,5225.53,13,1
474,2012-11-14,1359,732.938,280,1443,5,1
489,2013-07-26,1105,425.952,383.5,479.87,5,1
494,2012-11-15,1358,308.5,180,437,2,1
498,2012-11-20,1353,411.596667,298.5,619.22,3,1
501,2012-11-21,1352,544.625,181.25,908,2,1
503,2012-11-19,1354,939.9072,175,3191.75,28,0
504,2012-11-16,1357,357.5,357.5,357.5,2,1
507,2013-01-10,1302,746.764,120,1087.75,5,1
512,2012-11-16,1357,524.94,292.98,756.9,2,1
514,2012-11-29,1344,1846.1225,662.5,3914.05,5,1
524,2013-03-14,1239,1214.343077,80,4400,15,0
531,2012-11-20,1353,259,259,259,2,1
542,2012-11-20,1353,2615.28,356.04,4874.52,3,0
546,2013-01-22,1290,1026.783333,400,1642.85,3,1
566,2013-02-21,1260,705.75,234,2309.5,8,1
575,2012-11-27,1346,212.396667,189.9,247.39,3,1
579,2012-11-27,1346,546.3875,57.62,1864.85,12,0
581,2012-11-27,1346,322.5,69.15,519.6,4,1
597,2012-11-27,1346,587.5,587.5,587.5,2,1
599,2012-11-27,1346,434,300,662,3,0
609,2012-11-28,1345,249.12,148.81,407.05,3,1
610,2012-11-28,1345,358.84,358.84,358.84,2,1
629,2012-11-29,1344,1928.43,609,3247.86,2,1
630,2012-12-05,1338,1358.625,1118.5,1598.75,2,1
636,2012-11-29,1344,1798.125,1312.5,2283.75,2,1
640,2013-06-13,1148,650.193333,465.58,742.5,3,0
647,2012-11-29,1344,222.557143,160,350,7,1
648,2012-12-03,1340,744.74,70,1349,5,1
653,2013-01-03,1309,390.975,299.25,482.7,2,1
658,2012-11-30,1343,679.24,419.7,823,5,0
664,2012-12-06,1337,212.29375,148.35,299.85,8,1
667,2013-02-07,1274,444.5,359,530,6,1
668,2012-11-30,1343,780.23,440.39,1221,3,1
669,2012-11-30,1343,334.95,272.5,397.4,2,1
678,2012-12-03,1340,991.75,673.5,1310,2,1
686,2012-12-03,1340,987.32,957.9,1024.76,3,1
688,2012-12-03,1340,367.161071,283,644.92,29,0
689,2012-12-05,1338,714.078,168.4,1131.09,6,1
695,2013-03-11,1242,1138,1026,1250,2,1
701,2013-02-25,1256,846.8176,203.88,2760.25,26,0
712,2013-01-16,1296,275,275,275,2,1
713,2012-12-03,1340,267.2,246.22,288.18,2,1
720,2013-09-19,1050,956.395,522.26,1390.53,2,0
730,2013-03-11,1242,886,72,1700,2,1
739,2012-12-05,1338,611.25,611.25,611.25,2,1
741,2012-12-05,1338,642.26,465,921.78,5,1
742,2012-12-05,1338,452.585,35,870.17,3,1
744,2012-12-20,1323,386.82,386.82,386.82,2,1
745,2012-12-05,1338,631.661667,297.75,1105.95,6,0
747,2012-12-06,1337,280.8,280.8,280.8,2,1
752,2012-12-05,1338,298.985,119.97,478,2,1
761,2012-12-05,1338,222.82,203.86,241.78,2,1
766,2012-12-05,1338,532.525,348.45,716.6,2,1
771,2012-12-06,1337,2537.25,1386.5,3688,2,1
775,2012-12-06,1337,364.086,230,505.75,5,0
778,2012-12-06,1337,2567.455,2458.16,2676.75,2,1
782,2013-01-07,1305,245.334,39,449.26,6,1
785,2012-12-13,1330,784.846,219.2,1466,6,1
787,2012-12-07,1336,298.855,297.8,299.91,2,1
792,2012-12-07,1336,455.235,350,560.47,2,1
797,2012-12-07,1336,248.5,248.5,248.5,2,1
802,2012-12-07,1336,2418.85,289,7994.65,5,1
814,2012-12-10,1333,554.35,436,672.7,2,1
836,2012-12-10,1333,743.94,138.24,1349.64,2,1
837,2012-12-10,1333,258.53,212.5,304.56,2,1
842,2012-12-11,1332,664.475,120,1208.95,2,1
845,2012-12-11,1332,589.333333,160,1050,5,1
851,2012-12-11,1332,573.9325,179.96,884.45,4,0
852,2012-12-11,1332,2173.375,2076,2270.75,2,1
854,2012-12-11,1332,223.905,223.72,224.09,2,1
861,2012-12-11,1332,545.51,133.8,1013.03,3,1
863,2012-12-11,1332,228.28,216.71,239.85,2,1
877,2012-12-12,1331,737.8,737.8,737.8,2,1
879,2012-12-12,1331,798.28,456.75,967.68,4,1
886,2012-12-12,1331,312.5,100,525,2,0
891,2012-12-14,1329,713.36,398.8,1464.9,5,1
915,2012-12-13,1330,2166.333333,1561.5,3187.5,3,1
919,2012-12-18,1325,376.386667,149.9,896.44,10,1
924,2012-12-14,1329,280,280,280,2,1
930,2013-02-19,1262,351.95,110,593.9,5,1
955,2012-12-17,1326,349.859524,117.5,631,22,0
961,2012-12-14,1329,336.3125,323.75,355.5,4,0
964,2013-07-10,1121,283.915,199.53,368.3,2,1
970,2012-12-17,1326,845.166667,146,1573.9,9,0
974,2013-01-03,1309,772.95,695.9,850,2,1
984,2012-12-19,1324,1412.45,1297,1527.9,2,1
987,2013-01-02,1310,895.75,871.5,920,2,1
988,2012-12-18,1325,845.79,845.79,845.79,2,1
999,2012-12-17,1326,455.115,176,1088.16,6,0
1001,2012-12-17,1326,741.043333,382.2,1000,3,1
1011,2013-01-14,1298,1447.81,1094.4,1801.22,2,1
1014,2013-02-07,1274,442.072,64.34,1011.59,5,1
1019,2013-01-23,1289,419.565,294.5,664.6,4,1
1021,2012-12-18,1325,696.03,300.34,1346.7,4,1
1028,2012-12-19,1324,334.5,334.5,334.5,2,1
1034,2012-12-19,1324,895.23,895.23,895.23,2,1
1039,2012-12-19,1324,491.0925,20,1038.75,4,1
1040,2012-12-20,1323,293.266667,70,471.5,3,1
1044,2012-12-19,1324,614.435,279.2,916,5,1
1051,2012-12-19,1324,359.495,243.96,559.65,4,0
1061,2013-05-03,1189,561.016667,338.75,909.3,3,1
1063,2012-12-20,1323,1298.46,926.08,1949.8,3,0
1072,2012-12-20,1323,876.952,49,1665,6,0
1077,2013-01-02,1310,217.7425,161.25,324.5,5,1
1078,2012-12-20,1323,485.675,342.85,628.5,2,1
1087,2012-12-21,1322,511.22,307,715.44,2,1
1088,2012-12-21,1322,782.351,332.4,2250.4,10,0
1097,2012-12-21,1322,300,300,300,2,1
1098,2013-03-22,1231,551.48,514.5,588.46,3,1
1117,2013-01-02,1310,1874.5,159,3590,2,1
1125,2013-01-02,1310,668.022941,144,1943.46,18,0
1126,2013-01-02,1310,220.566667,190,258.7,3,1
1129,2013-01-10,1302,1544.3,234,2742.65,3,1
1131,2013-01-02,1310,744.305,600,888.61,3,1
1134,2013-01-07,1305,319.08,319.08,319.08,2,1
1135,2013-01-02,1310,434.31625,216.6,639.68,8,0
1142,2013-01-03,1309,686.9575,460.3,1075.08,4,1
1146,2013-01-03,1309,1273.68,768.6,1778.76,2,1
1152,2013-01-03,1309,441.5725,199.5,987.25,9,0
1153,2013-01-03,1309,1212.152778,228,2475.5,19,0
1155,2013-01-03,1309,758.503333,484.32,1105.51,3,1
1156,2013-01-04,1308,640.76,472.5,824.78,3,1
1159,2013-02-04,1277,3443.208333,285,10192.5,26,0
1163,2013-01-03,1309,230.5,213,252,3,1
1166,2013-01-03,1309,1252.4,404.4,1937.5,6,0
1167,2013-01-03,1309,775,775,775,3,1
1174,2013-01-07,1305,835.52,567.23,1103.81,3,1
1182,2013-01-04,1308,961.692,188.77,2509.41,7,0
1185,2013-02-05,1276,1019.3575,367.4,1411.43,5,0
1188,2013-01-04,1308,332.41,250.82,414,3,1
1192,2013-01-15,1297,459.123333,127.28,880.8,3,1
1199,2013-01-07,1305,728,351,1105,2,1
1203,2013-02-20,1261,608.33,456.5,747.4,8,0
1215,2013-01-07,1305,750.16,557.07,943.25,2,1
1218,2013-01-23,1289,400.59,274.24,604.25,3,1
1225,2013-05-10,1182,860.405,791.56,929.25,2,1
1226,2013-01-07,1305,650,650,650,2,1
1227,2013-01-07,1305,440.022,100,1040.58,5,1
1244,2013-01-08,1304,704.626429,329,1474.1,14,0
1246,2013-01-08,1304,222.727273,165,330,11,1
1248,2013-01-08,1304,1238.286667,165,6288.7,18,0
1251,2013-03-12,1241,885.5,885.5,885.5,2,1
1254,2013-01-08,1304,612.753333,534.96,678.3,3,1
1258,2013-01-08,1304,344.66,45,628,8,0
1260,2013-01-09,1303,568.815,458.33,679.3,2,1
1263,2013-01-08,1304,2051.345714,311.52,9666,7,1
1271,2013-01-11,1301,421,254,588,3,1
1272,2013-02-07,1274,559.856667,474.07,703,3,1
1275,2013-01-11,1301,263.666667,72,377,3,1
1276,2013-01-17,1295,1072.415,538.01,1825.05,4,1
1277,2013-01-09,1303,892.355,466.05,1318.66,2,1
1291,2013-04-04,1218,272,272,272,2,1
1302,2013-01-11,1301,412.973333,70,1201.18,6,0
1307,2013-01-10,1302,566.94,236.21,964.5,3,1
1313,2013-01-10,1302,541.25,380,702.5,2,1
1320,2013-01-10,1302,411.43375,211.08,691.74,8,1
1321,2013-01-11,1301,455,455,455,8,1
1336,2013-01-10,1302,895.866667,620,1045,3,0
1337,2013-01-10,1302,769.315,389.58,1149.05,2,1
1342,2013-01-11,1301,672.795,358.35,987.24,2,1
1347,2013-01-14,1298,335.1975,246.4,493.39,4,0
1349,2013-01-11,1301,229.973333,182.72,288.3,4,1
1356,2013-01-11,1301,778.093333,252.9,1111.4,3,1
1364,2013-03-22,1231,1727.62,1119.6,2486,5,0
1365,2013-01-31,1281,839.185,776.6,911.39,4,0
1367,2013-01-11,1301,265,200,350,3,1
1372,2013-01-11,1301,475,475,475,2,1
1391,2013-04-09,1213,388.275,382.8,393.75,2,1
1397,2013-01-11,1301,289.275,168.66,409.89,2,1
1408,2013-01-12,1300,347.912,116.08,824.04,10,1
1409,2013-01-12,1300,595.94,569.5,622.38,2,1
1427,2013-01-12,1300,643.5,616,671,2,1
1429,2013-01-13,1299,265.9475,70.17,685.13,4,1
1430,2013-01-13,1299,440.64,440.64,440.64,2,1
1437,2013-01-13,1299,226.135,225.45,226.82,2,1
1442,2013-01-13,1299,266.28,236.16,296.4,2,1
1443,2013-01-13,1299,328.461429,249.84,400.2,7,0
1452,2013-01-14,1298,257.79,225.94,289.64,2,1
1453,2013-01-14,1298,343.46,237.12,449.8,2,1
1456,2013-01-14,1298,2011.575,871.15,3152,2,1
1459,2013-02-20,1261,275.095,213.75,336.44,2,1
1466,2013-01-14,1298,710.86,652.92,768.8,2,1
1479,2013-01-14,1298,1566,1566,1566,2,1
1502,2013-01-14,1298,386.2,350,422.4,2,1
1508,2013-02-25,1256,409.6975,33.99,631.2,4,1
1512,2013-01-14,1298,448.7775,313.6,562,4,1
1513,2013-01-14,1298,1592.42,1592.42,1592.42,2,1
1533,2013-01-15,1297,444.263333,333,636.05,4,1
1534,2013-01-15,1297,329.22,284.04,374.4,2,1
1537,2013-01-15,1297,360.453333,229.8,531.96,3,0
1539,2013-01-18,1294,1262.5925,1128.47,1413.08,4,0
1558,2013-03-12,1241,1186.875455,427.5,2516.5,15,0
1560,2013-01-15,1297,354.36,250.4,458.32,2,1
1561,2013-01-15,1297,822.668333,242.84,2133.21,6,0
1567,2013-01-15,1297,616.376667,606.76,634.37,4,1
1570,2013-01-15,1297,297.293333,243.2,352.92,3,1
1572,2013-01-24,1288,282.175,226.85,337.5,2,1
1575,2013-01-15,1297,259.42,259.42,259.42,2,1
1582,2013-01-15,1297,294.19,282.5,305.88,3,1
1591,2013-01-16,1296,782.275,49.5,1462.15,4,0
1596,2013-01-17,1295,560.396667,265.5,1048.5,9,1
1597,2013-01-16,1296,950.25,937.5,963,2,1
1602,2013-01-22,1290,281.75,203.5,360,2,1
1612,2013-01-16,1296,314.16,308.4,319.92,2,1
1617,2013-01-16,1296,349.09,184.47,663.87,8,1
1618,2013-01-16,1296,693.068125,279.44,1849.47,16,0
1620,2013-01-16,1296,620.49,620.49,620.49,2,1
1626,2013-02-06,1275,925.063333,185.34,1882.95,4,1
1629,2013-01-16,1296,576.69,167.88,985.5,2,1
1634,2013-01-17,1295,437.34,341,554.73,4,1
1636,2013-01-21,1291,333.895,220.08,388.2,4,0
1638,2013-01-16,1296,662.005,472.26,851.75,2,1
1644,2013-01-16,1296,631.20375,195.9,1544.55,8,1
1655,2013-01-18,1294,227.35,200,254.7,2,1
1666,2013-01-17,1295,423.73,423.73,423.73,2,1
1667,2013-01-24,1288,239.8,239.8,239.8,2,1
1669,2013-01-17,1295,354.1,288.2,420,2,1
1674,2013-01-17,1295,435.554,329.7,587,5,1
1680,2013-01-21,1291,1402.14,105.97,3809.8,3,1
1684,2013-01-18,1294,337.75,337.75,337.75,3,1
1691,2013-01-17,1295,1354.042857,247.5,3825,7,1
1706,2013-01-17,1295,449.25,449.25,449.25,2,1
1707,2013-01-17,1295,367.184,244.08,512.16,5,1
1709,2013-01-18,1294,550.002143,218.16,1687.58,15,1
1711,2013-01-17,1295,1004.76,387.84,1358,3,1
1714,2013-01-24,1288,2042.442,376.5,3440,5,0
1718,2013-01-17,1295,1826.415,445.23,3207.6,2,1
1722,2013-01-21,1291,436.12,436.12,436.12,22,1
1727,2013-02-01,1280,561.536667,180,786.57,3,1
1740,2013-01-18,1294,515,330,700,7,0
1746,2013-01-17,1295,321.198571,263.56,532.18,7,0
1759,2013-02-08,1273,2020.0725,95,6030,8,1
1761,2013-01-18,1294,327.1,125.15,575.19,5,1
1772,2013-01-18,1294,945.55,225,1832.5,40,0
1776,2013-01-18,1294,424.255,408.98,439.53,2,1
1780,2013-01-18,1294,353.64,344.82,362.46,2,1
1791,2013-01-19,1293,435.193333,186.88,748,3,1
1793,2013-07-18,1113,633.27,633.27,633.27,2,1
1801,2013-01-19,1293,800.55,628.32,972.78,2,1
1808,2013-01-20,1292,772.16,479.82,1124.4,3,1
1810,2013-01-20,1292,380.65,83.25,532.84,7,1
1814,2013-01-20,1292,1540.39375,209.93,4355.35,9,1
1822,2013-02-28,1253,1329.525,360.6,2705.5,4,1
1831,2013-01-21,1291,406.01,238,615.41,5,1
1855,2013-02-07,1274,470.83,325,750,3,1
1857,2013-01-21,1291,245.933333,219.8,283,3,1
1876,2013-01-21,1291,206.01,106.38,305.64,2,1
1878,2013-01-21,1291,208.91,199,218.82,2,1
1881,2013-01-21,1291,215.166667,89,308.85,3,1
1888,2013-01-22,1290,308.825,244.2,373.45,2,1
1889,2013-01-22,1290,780.62,780.62,780.62,2,1
1893,2013-01-22,1290,228.06,228.06,228.06,2,1
1894,2013-01-22,1290,224.358333,167.1,263.91,6,1
1900,2013-01-23,1289,1445.14,1017.6,1968.22,3,0
1901,2013-03-08,1245,746.983333,558,868.2,3,0
1904,2013-01-22,1290,275.955,206.25,345.66,2,1
1910,2013-01-24,1288,487.045,264,710.09,2,1
1928,2013-01-22,1290,545.748333,350,799,7,0
1929,2013-01-22,1290,1382.1075,99.5,2358.15,16,1
1930,2013-01-23,1289,322,99,675,3,1
1935,2013-01-23,1289,790.825,489,972.3,4,0
1945,2013-01-22,1290,901.65,800.4,1002.9,3,1
1948,2013-01-23,1289,563.25,347.5,779,3,1
1961,2013-01-23,1289,511.628,250,729.59,5,0
1962,2013-02-08,1273,915.204,248.62,2023.7,6,1
1974,2013-01-23,1289,385.85,377.55,390,3,0
1979,2013-01-23,1289,378.55,330.6,426.5,3,1
1992,2013-01-23,1289,421.156667,113.73,587.74,3,1
1994,2013-01-28,1284,525.063333,276.19,669,3,1
1999,2013-01-29,1283,1606.12,1497.5,1714.74,2,1
2004,2013-01-23,1289,1894.643333,581.79,3376.99,3,0
2019,2013-01-24,1288,1304.375,960.75,1648,2,1
2020,2013-01-24,1288,219.06,186.84,251.28,4,0
2022,2013-01-24,1288,984.833333,200,3182,6,0
2025,2013-03-04,1249,1727.5,65,3390,2,1
2026,2013-01-24,1288,219.26,85,353.52,2,1
2029,2013-03-11,1242,258.85,237.86,279.84,2,1
2033,2013-01-24,1288,636.75,474.5,799,2,0
2034,2013-01-24,1288,511.125,498.75,523.5,2,1
2040,2013-01-24,1288,343.15,266.5,419.8,2,1
2042,2013-04-08,1214,300.605,126.1,475.11,2,1
2052,2013-01-25,1287,420.666667,205,817,3,1
2053,2013-01-24,1288,383.1,266.7,499.5,2,1
2059,2013-01-24,1288,631.44,293.85,969.03,2,1
2060,2013-01-24,1288,340.69,251.82,500,5,1
2061,2013-02-05,1276,1607.5,1302.5,1912.5,2,1
2062,2013-01-24,1288,1586.53,564,3227.18,4,1
2074,2013-01-25,1287,639.175,365.85,912.5,2,1
2086,2013-01-25,1287,282.138,157,382.52,5,0
2089,2013-01-25,1287,2552.5,2552.5,2552.5,2,1
2091,2013-01-25,1287,819,769,869,2,1
2095,2013-01-25,1287,575.083333,237.75,1189.1,3,1
2102,2013-01-25,1287,1156.42,1058.9,1253.94,2,0
2104,2013-01-25,1287,638.086667,413.04,1046.72,4,0
2105,2013-01-25,1287,927.91,154,1862.68,7,1
2115,2013-01-28,1284,617.4,341.25,893.55,2,1
2117,2013-01-25,1287,356.46,246.24,575.1,3,1
2126,2013-01-27,1285,2027.033333,679.6,4024.5,3,1
2132,2013-01-26,1286,387.173333,213.52,479.2,3,1
2143,2013-01-26,1286,226.4,132.64,320.16,2,1
2155,2013-01-27,1285,215.2125,150.75,297.92,4,1
2184,2013-01-28,1284,368,362.5,373.5,2,1
2185,2013-01-28,1284,1364.794286,262.5,3534,7,0
2186,2013-01-28,1284,677.66,15.99,1357.64,7,0
2190,2013-01-28,1284,847.278,112.21,2646.63,5,1
2191,2013-06-13,1148,800.756667,266.47,1340,3,1
2192,2013-01-28,1284,334.071765,50.96,904.8,17,0
2204,2013-01-28,1284,270.477737,2,5760.57,206,0
2206,2013-01-28,1284,1020.783571,97.5,2206.95,14,0
2207,2013-01-28,1284,276.43,202.86,350,2,1
2216,2013-01-28,1284,1651.9,674,2629.8,2,1
2219,2013-01-28,1284,1200.522,888.3,1437.93,5,1
2220,2013-04-05,1217,799.7,180,1000,6,1
2223,2013-05-30,1162,254.7,239.7,269.7,2,1
2224,2013-01-28,1284,5335.016667,1749.25,13536.25,6,1
2231,2013-01-28,1284,806.68,806.68,806.68,2,1
2243,2013-01-28,1284,596.5,396,795,3,1
2246,2013-01-28,1284,429.35,417.8,440.9,2,1
2248,2013-01-28,1284,686.88,639.6,734.16,2,1
2257,2013-01-28,1284,1662.5,973,2352,2,1
2261,2015-02-19,532,475.9,336,726.3,3,0
2270,2013-01-29,1283,311.145,129.75,492.54,2,1
2276,2013-03-19,1234,426.68,70,684,8,0
2301,2013-01-29,1283,313.9,188.3,439.5,2,1
2302,2013-02-07,1274,1053.613333,936.12,1174.62,14,1
2303,2013-01-29,1283,403.38,403.38,403.38,2,1
2308,2014-01-30,917,379.286667,365.69,397.87,3,0
2309,2013-01-29,1283,418.216667,292.15,610.5,4,0
2312,2013-01-30,1282,253.8,253.8,253.8,3,1
2313,2013-01-30,1282,606.16,308,904.32,3,1
2316,2013-01-29,1283,245.2,182,308.4,3,1
2319,2013-01-29,1283,862.815,599.25,1416.25,4,0
2324,2013-01-31,1281,595.25,592,598.5,2,1
2327,2013-01-29,1283,520.455,288.15,752.76,2,1
2345,2013-01-30,1282,2476.46,2476.46,2476.46,2,1
2355,2013-01-30,1282,323.006667,227.55,375.62,3,1
2366,2013-01-30,1282,563.4,563.4,563.4,2,0
2371,2013-01-30,1282,743.95,254.25,1012.5,3,1
2374,2013-01-30,1282,379.236667,46.15,756.4,3,1
2375,2013-02-01,1280,539.86,454.55,596.23,6,0
2378,2013-01-30,1282,508.192308,169.5,942.7,13,0
2381,2013-01-30,1282,592.6125,191.2,992,6,1
2388,2013-02-19,1262,306.02,172,444.45,4,1
2394,2013-01-30,1282,352.726667,275.8,473.68,3,0
2402,2013-01-31,1281,1785.81,508.25,3063.37,12,1
2404,2013-01-30,1282,241.67,126,357.34,2,1
2406,2013-01-30,1282,697.395,552.75,842.04,2,1
2429,2013-01-31,1281,1135.165556,279.25,2306.9,10,1
2434,2013-01-31,1281,570.64,420,693.36,4,1
2438,2013-01-31,1281,556,556,556,3,1
2440,2013-01-31,1281,1724.874737,353.8,2673.96,20,0
2460,2013-01-31,1281,771.634167,25,1781.5,13,1
2462,2013-01-31,1281,718.7,700,737.4,2,1
2472,2013-01-31,1281,432.04,100,754.04,7,1
2491,2013-02-04,1277,293.45,232.35,378,4,1
2496,2013-02-02,1279,696.93,466.9,926.96,5,1
2497,2013-01-31,1281,234.63,234.63,234.63,2,1
2506,2013-02-27,1254,1016.423333,628.6,1690.55,4,0
2525,2013-04-23,1199,1511.355,1167.21,1855.5,3,1
2533,2013-02-01,1280,475.375,319.8,663,4,1
2548,2013-02-01,1280,672.283333,348.75,1187.1,3,1
2550,2013-02-01,1280,518.05,414.46,643.5,3,1
2552,2013-02-01,1280,1591,1152,2030,2,1
2555,2013-03-08,1245,2166.1875,1760.75,2784,5,0
2556,2013-02-01,1280,484.935,457.47,512.4,2,1
2564,2013-02-01,1280,469.91,457.72,482.1,2,1
2568,2013-02-02,1279,515.545,256.14,774.95,2,0
2579,2013-02-02,1279,733.125,510.75,955.5,2,1
2584,2013-02-04,1277,3363.5,2592.5,3950,4,1
2592,2013-02-03,1278,397.22,268.35,526.09,3,1
2614,2013-02-03,1278,254.36,147.12,361.6,2,1
2615,2013-02-03,1278,657.352,475,864.96,5,1
2621,2013-02-04,1277,821.5,660,983,2,0
2631,2013-02-05,1276,508.46,371.25,645.67,2,1
2637,2013-02-04,1277,2104,1605,2572.5,4,1
2639,2013-02-04,1277,217.5,35,400,2,1
2640,2013-02-20,1261,7164.06875,838.8,20648,8,0
2641,2013-02-04,1277,459.55,191.25,732.6,3,1
2645,2013-02-04,1277,362.5,200,475,6,0
2660,2013-02-11,1270,368.286667,144.95,689.7,4,1
2669,2013-02-04,1277,230.25,196,264.5,2,1
2682,2013-02-04,1277,337.64,288.42,386.86,2,1
2689,2013-02-04,1277,364.44,361.2,367.68,2,1
2696,2013-02-04,1277,226.105,182.76,269.45,2,1
2703,2013-02-05,1276,663.025,583.55,742.5,2,1
2704,2013-02-06,1275,1186.216667,1000,1337.5,3,1
2714,2013-02-05,1276,381.08,381.08,381.08,5,1
2719,2013-02-05,1276,1254.776,991.05,1721.2,5,0
2724,2013-02-05,1276,1337.583333,952.5,1948.55,3,1
2731,2013-03-05,1248,500.75,500.75,500.75,2,1
2732,2013-02-06,1275,324.5,324.5,324.5,2,1
2734,2013-02-12,1269,10031.17,2588.15,26730,12,1
2739,2013-02-05,1276,280,280,280,3,1
2744,2013-02-05,1276,572.98,394.94,724,3,1
2746,2013-02-20,1261,1122,684.5,1400,4,1
2750,2013-03-18,1235,234,234,234,2,1
2757,2013-02-05,1276,322.35,307.5,337.2,2,1
2760,2013-02-05,1276,704.45,544.5,864.4,2,1
2763,2013-02-05,1276,250.566667,189.2,300,3,1
2767,2013-02-05,1276,360.166667,219.25,444.82,4,1
2773,2013-02-05,1276,281.925,90,473.85,2,1
2775,2013-02-13,1268,634.166667,524.9,757.8,3,1
2776,2013-02-05,1276,1652.89,1584.64,1721.14,2,1
2784,2013-02-05,1276,207.65,172.2,255.5,4,1
2786,2013-02-05,1276,288.205,257.16,319.25,4,1
2792,2013-02-06,1275,416.145,274.65,557.64,2,1
2793,2013-02-06,1275,219.415,155.05,283.78,2,1
2802,2013-02-06,1275,268.66,250,305.98,3,1
2805,2013-02-06,1275,1064.75,350,2074,4,1
2808,2013-02-06,1275,589.99,25,1040,5,1
2818,2013-02-06,1275,346.83,340.86,352.8,2,1
2825,2013-02-11,1270,1048.58,571.94,1874.45,4,1
2826,2013-02-06,1275,572.276667,460.24,638.64,3,1
2836,2013-02-06,1275,454.25,428.5,480,2,1
2841,2013-02-06,1275,373.745385,32,1072.5,15,0
2846,2013-02-06,1275,1768.38,15,3909,5,1
2847,2013-02-06,1275,996.016667,673.05,1404.5,3,1
2852,2013-02-06,1275,1044.04,241.5,2200.1,12,0
2862,2013-02-07,1274,555.9,355,756.8,2,1
2869,2013-02-06,1275,267.575,74.95,552.83,4,1
2875,2013-02-07,1274,298.396667,285.43,320.88,3,1
2881,2013-02-07,1274,503.496667,230.24,840,3,1
2889,2013-02-07,1274,465.18125,386.7,507.9,9,0
2900,2013-02-07,1274,977.4,818.05,1274.15,4,0
2902,2013-02-07,1274,405.483333,323,567.45,3,1
2908,2013-02-07,1274,990.583333,620,1430,3,1
2920,2013-02-07,1274,228.5,78,379,5,1
2922,2013-02-07,1274,1446.21,499.92,2392.5,2,1
2923,2013-02-07,1274,627.435,499.37,755.5,3,1
2925,2013-02-07,1274,3613.232857,65,9829.58,25,0
2926,2013-02-07,1274,1115.75,564.42,1667.08,2,1
2933,2013-02-09,1272,891.47,817.44,965.5,2,0
2935,2013-02-07,1274,765.31,134.82,1395.8,2,1
2936,2013-02-08,1273,347.753333,271.88,459.77,3,0
2937,2013-02-08,1273,675.2,492.48,857.92,2,1
2944,2013-02-08,1273,466.6,334.8,598.4,2,1
